customer_id,first_name,last_name,email,phone,signup_date,city,state,country,postal_code,customer_segment,batch_date
5061,Richard,Logan,richard.logan5061@gmail.com,637448228969,2026-07-14,Pasig,Metro Manila,Philippines,5012,Returning,2026-07-14
5062,James,Patterson,james.patterson5062@outlook.com,633153558068,2026-07-14,Bacolod,Negros Occidental,Philippines,9935,New,2026-07-14
5063,Elizabeth,Mccullough,elizabeth.mccullough5063@gmail.com,636798135333,2026-07-14,Quezon City,Metro Manila,Philippines,2535,Returning,2026-07-14
5064,Robert,Sanders,robert.sanders5064@outlook.com,639479576073,2026-07-14,Quezon City,Metro Manila,Philippines,4257,Returning,2026-07-14
5065,Catherine,Lane,catherine.lane5065@yahoo.com,638535338956,2026-07-14,Taguig,Metro Manila,Philippines,8359,Returning,2026-07-14
5066,Debra,Wong,debra.wong5066@yahoo.com,634818291395,2026-07-14,Quezon City,Metro Manila,Philippines,3615,New,2026-07-14
5067,Carrie,Jackson,carrie.jackson5067@gmail.com,632817305870,2026-07-14,Taguig,Metro Manila,Philippines,6514,New,2026-07-14
5068,Karl,Monroe,karl.monroe5068@yahoo.com,630200209414,2026-07-14,Cebu City,Cebu,Philippines,6635,Returning,2026-07-14
5069,April,Gonzales,april.gonzales5069@gmail.com,632079625003,2026-07-14,Parañaque,Metro Manila,Philippines,8527,VIP,2026-07-14
5070,James,Dorsey,james.dorsey5070@yahoo.com,633563541528,2026-07-14,Davao City,Davao del Sur,Philippines,2291,Returning,2026-07-14
5071,Cheryl,Wright,cheryl.wright5071@gmail.com,635259945668,2026-07-14,Cagayan de Oro,Misamis Oriental,Philippines,6925,Returning,2026-07-14
5072,Regina,Cardenas,regina.cardenas5072@gmail.com,632481827873,2026-07-14,Quezon City,Metro Manila,Philippines,4733,Returning,2026-07-14
5073,Taylor,Strickland,taylor.strickland5073@yahoo.com,632265417430,2026-07-14,Muntinlupa,Metro Manila,Philippines,2654,Returning,2026-07-14
5074,Samantha,Murillo,samantha.murillo5074@yahoo.com,636483303571,2026-07-14,Muntinlupa,Metro Manila,Philippines,6977,New,2026-07-14
5075,Julie,Bates,julie.bates5075@gmail.com,636213346261,2026-07-14,Bacolod,Negros Occidental,Philippines,5374,Returning,2026-07-14
5076,Alice,Lee,alice.lee5076@gmail.com,638137046611,2026-07-14,Makati,Metro Manila,Philippines,9751,Returning,2026-07-14
5077,Sean,Davidson,sean.davidson5077@gmail.com,632695268694,2026-07-14,Pasig,Metro Manila,Philippines,4598,New,2026-07-14
5078,Dylan,Hall,dylan.hall5078@yahoo.com,634166651294,2026-07-14,Quezon City,Metro Manila,Philippines,6168,New,2026-07-14
5079,Heather,Molina,heather.molina5079@outlook.com,632281344404,2026-07-14,Marikina,Metro Manila,Philippines,6155,Returning,2026-07-14
5080,Abigail,Johnson,abigail.johnson5080@yahoo.com,631659347518,2026-07-14,Marikina,Metro Manila,Philippines,8517,New,2026-07-14
5081,Jeffrey,Brennan,jeffrey.brennan5081@outlook.com,639886182045,2026-07-14,Parañaque,Metro Manila,Philippines,9830,Returning,2026-07-14
5082,Anthony,Thomas,anthony.thomas5082@gmail.com,638899340127,2026-07-14,Marikina,Metro Manila,Philippines,7543,VIP,2026-07-14
5083,Jose,Molina,jose.molina5083@gmail.com,634213100739,2026-07-14,Makati,Metro Manila,Philippines,9348,Returning,2026-07-14
5084,Janet,Meza,janet.meza5084@outlook.com,630296083639,2026-07-14,Muntinlupa,Metro Manila,Philippines,2796,New,2026-07-14
5085,Tanya,Schmidt,tanya.schmidt5085@gmail.com,630033851129,2026-07-14,Bacolod,Negros Occidental,Philippines,7916,New,2026-07-14
